Id 403,0592,20232,23
Id 404,0593,20089,1
Id 405,0595,303792,36
Id 406,0598,87467,25
Id 407,0601,42546,12
Id 408,0602,30380,37
Id 409,0603,53347,3
Id 410,0604,36165,13
Id 411,0605,30027,12
Id 412,0606,187763,24
Id 413,0608,13871,13
Id 414,0610,14470,12
Id 415,0612,24202,11
Id 416,0613,41735,21
Id 417,0614,8264,14
Id 418,0615,37473,25
Id 419,0616,31123,12
Id 420,0617,160780,30
Id 421,0620,3228,3
Id 422,0621,41335,8
Id 423,0622,36842,33
Id 424,0628,109024,11
Id 425,0629,5451,31
Id 426,0633,11091,13
Id 427,0637,501,46
Id 428,0638,9969,50
Id 429,0639,3061,54
Id 430,0640,88316,8
Id 431,0647,16780,13
Id 432,0649,6264,37
Id 433,0653,34303,31
Id 434,0658,33735,35
Id 435,0660,13009,14
Id 436,0661,13614,15
Id 437,0663,10629,15
Id 438,0666,91784,34
Id 439,0669,24928,37
Id 440,0670,39590,24
Id 441,0671,77071,10
Id 442,0672,52083,23
Id 443,0676,210171,30
Id 444,0677,10892,7
Id 445,0679,91773,23
Id 446,0681,32857,6
Id 447,0682,23819,23
Id 448,0683,73337,12
Id 449,0687,43769,21
Id 450,0690,74690,12
Id 451,0692,11599,12
Id 452,0695,25057,2
Id 453,0697,49718,21
Id 454,0698,13498,9
Id 455,0701,14047,48
Id 456,0702,10464,46
Id 457,0704,26049,2
Id 458,0708,8119,14
Id 459,0709,22996,51
Id 460,0710,57332,21
Id 461,0711,2328,27
Id 462,0713,25887,27
Id 463,0714,190841,18
Id 464,0719,3350,8
Id 465,0720,30303,9
Id 466,0721,7750,13
Id 467,0722,7151,29
Id 468,0726,7450,12
Id 469,0731,27543,35
Id 470,0733,1466,44
Id 471,0734,76164,10
Id 472,0737,30079,1
Id 473,0739,59943,50
Id 474,0740,1460,32
Id 475,0746,4116,47
Id 476,0749,27554,34
Id 477,0753,79722,45
Id 478,0757,16347,22
Id 479,0758,9496,22
Id 480,0759,53748,3
Id 481,0760,18405,31
Id 482,0762,5653,24
Id 483,0770,80442,21
Id 484,0771,42579,31
Id 485,0772,19823,12
Id 486,0773,22601,7
Id 487,0775,18633,15
Id 488,0776,27238,23
Id 489,0777,3452,18
Id 490,0779,68723,26
Id 491,0781,73016,50
Id 492,0784,75734,13
Id 493,0785,33419,6
Id 494,0787,156839,16
Id 495,0789,1666,31
Id 496,0790,17602,4
Id 497,0792,69203,32
Id 498,0798,92006,25
Id 499,0801,3664,17
Id 500,0802,366353,20
Id 501,0803,128566,21
Id 502,0806,10517,26
Id 503,0807,2085,29
Id 504,0810,45554,29
Id 505,0813,177314,20
Id 506,0815,51187,10
Id 507,0821,49010,37
Id 508,0825,3714,32
Id 509,0831,10172,13
Id 510,0837,5625,24
Id 511,0843,3117,36
Id 512,0844,14371,21
Id 513,0845,7936,29
Id 514,0853,14680,10
Id 515,0855,6225,10
Id 516,0859,35982,23
Id 517,0864,22502,48
Id 518,0866,160848,31
Id 519,0867,118349,25
Id 520,0868,86147,29
Id 521,0869,47055,13
Id 522,0870,24395,4
Id 523,0871,1243,48
Id 524,0873,2602,25
Id 525,0877,7531,1
Id 526,0878,18675,9
Id 527,0879,75250,32
Id 528,0881,18857,37
Id 529,0882,14805,12
Id 530,0889,120628,52
Id 531,0892,17550,37
Id 532,0894,8539,14
Id 533,0896,190665,35
Id 534,0899,56336,32
Id 535,0902,93458,50
Id 536,0906,36119,30
Id 537,0908,86270,25
Id 538,0910,219251,27
Id 539,0912,90181,11
Id 540,0913,30785,6
Id 541,0915,8536,37
Id 542,0917,144247,52
Id 543,0919,82605,30
Id 544,0922,8970,24
Id 545,0923,7016,1
Id 546,0925,151696,21
Id 547,0926,10289,1
Id 548,0927,12389,22
Id 549,0932,172146,30
Id 550,0933,156275,27
Id 551,0934,145729,20
Id 552,0939,34654,49
Id 553,0940,3596,24
Id 554,0943,8150,12
Id 555,0944,95113,31
Id 556,0945,2901,33
Id 557,0947,18173,50
Id 558,0948,2931,17
Id 559,0950,76825,34
Id 560,0952,4036,23
Id 561,0953,59338,12
Id 562,0954,321189,45
Id 563,0957,8278,29
Id 564,0958,69787,10
Id 565,0959,7512,13
Id 566,0962,33370,3
Id 567,0965,2546,36
Id 568,0966,53662,37
Id 569,0967,45056,50
Id 570,0968,8469,13
Id 571,0975,15296,8
Id 572,0976,26719,21
Id 573,0978,3543,40
Id 574,0980,87327,50
Id 575,0981,86383,47
Id 576,0983,2414,24
Id 577,0989,7668,48
Id 578,0993,53801,31
Id 579,0995,1369,50
Id 580,0996,42958,31
Id 581,1001,255767,45
Id 582,1002,13350,31
Id 583,1004,13833,12
Id 584,1006,50429,13
Id 585,1007,148370,21
Id 586,1008,53806,29
Id 587,1009,45282,21
Id 588,1010,64886,29
Id 589,1016,12561,12
Id 590,1018,23511,24
Id 591,1019,498534,36
Id 592,1022,110401,22
Id 593,1025,4893,2
Id 594,1026,11067,12
Id 595,1027,46610,24
Id 596,1030,75471,29
Id 597,1035,83179,33
Id 598,1037,35824,10
Id 599,1041,5087,1
Id 600,1044,8480,2
Id 601,1047,64126,20
Id 602,1051,28643,21
Id 603,1056,173282,20
Id 604,1060,-1,1
Id 605,1061,53712,8
Id 606,1065,16004,48
Id 607,1066,5514,34
Id 608,1067,1109,18
Id 609,1069,92417,8
Id 610,1071,146021,21
Id 611,1078,131972,10
Id 612,1084,62423,50
Id 613,1089,50683,21
Id 614,1090,9442,12
Id 615,1096,2192,50
Id 616,1098,14485,5
Id 617,1109,74131,31
Id 618,1111,52832,8
Id 619,1112,13772,12
Id 620,1116,5768,13
Id 621,1118,113115,11
Id 622,1119,120233,28
Id 623,1120,35080,24
Id 624,1122,41867,30
Id 625,1124,92172,32
Id 626,1129,123124,50
Id 627,1130,2977,12
Id 628,1131,9999,14
Id 629,1133,137493,50
Id 630,1136,13633,1
Id 631,1140,77387,3
Id 632,1141,51143,35
Id 633,1143,9755,2
Id 634,1145,91843,10
Id 635,1147,78515,21
Id 636,1148,21661,8
Id 637,1149,10063,12
Id 638,1152,82780,21
Id 639,1155,43477,48
Id 640,1159,86620,3
Id 641,1164,160880,21
Id 642,1165,21233,9
Id 643,1166,92005,23
Id 644,1168,9203,15
Id 645,1170,97781,52
Id 646,1172,10819,47
Id 647,1173,310435,31
Id 648,1174,2761,21
Id 649,1175,59079,35
Id 650,1177,95381,21
Id 651,1179,582599,27
Id 652,1185,11596,1
Id 653,1187,87518,10
Id 654,1189,33046,8
Id 655,1191,24014,32
Id 656,1192,48465,3
Id 657,1194,6102,26
Id 658,1195,4546,24
Id 659,1200,37835,12
Id 660,1203,1611,36
Id 661,1205,29169,37
Id 662,1214,81742,25
Id 663,1219,-1,1
Id 664,1221,5729,37
Id 665,1222,14718,12
Id 666,1225,90340,48
Id 667,1226,65496,31
Id 668,1227,3222,40
Id 669,1230,44623,8
Id 670,1238,27292,7
Id 671,1240,30366,13
Id 672,1241,29806,10
Id 673,1242,48100,23
Id 674,1243,969922,31
Id 675,1244,126589,45
Id 676,1245,26437,1
Id 677,1247,5711,13
Id 678,1251,38289,3
Id 679,1252,74111,13
Id 680,1254,21284,48
Id 681,1257,11087,12
Id 682,1258,50964,25
Id 683,1266,65348,8
Id 684,1271,113825,51
Id 685,1274,15760,10
Id 686,1275,143701,11
Id 687,1278,191351,45
Id 688,1279,11192,31
Id 689,1289,256936,18
Id 690,1291,84246,22
Id 691,1292,2278,21
Id 692,1294,135156,21
Id 693,1295,4917,19
Id 694,1296,166444,52
Id 695,1299,8480,11
Id 696,1302,9376,1
Id 697,1303,46980,4
Id 698,1309,43500,9
Id 699,1310,18411,48
Id 700,1315,51707,31
Id 701,1317,62175,11
Id 702,1318,74104,24
Id 703,1324,53798,29
Id 704,1325,46776,11
Id 705,1329,46115,10
Id 706,1332,88454,13
Id 707,1336,12141,22
Id 708,1346,49647,45
Id 709,1347,16730,46
Id 710,1348,27233,2
Id 711,1352,63776,9
Id 712,1353,77791,35
Id 713,1357,162655,45
Id 714,1359,57710,8
Id 715,1360,144149,45
Id 716,1367,76612,11
Id 717,1378,37053,37
Id 718,1380,95658,25
Id 719,1381,9289,19
Id 720,1382,22343,29
Id 721,1389,89262,21
Id 722,1390,37962,9
Id 723,1391,66024,26
Id 724,1394,46484,3
Id 725,1396,20278,31
Id 726,1397,125814,48
Id 727,1400,36128,4
Id 728,1405,12399,48
Id 729,1407,788848,31
Id 730,1408,60310,47
Id 731,1415,36557,5
Id 732,1418,179023,3
Id 733,1420,139595,48
Id 734,1423,29502,50
Id 735,1425,27489,6
Id 736,1427,30288,31
Id 737,1434,1818,53
Id 738,1446,49586,50
Id 739,1460,47912,35
Id 740,1462,12612,13
Id 741,1463,10003,1
Id 742,1465,145306,48
Id 743,1466,30418,29
Id 744,1467,42736,33
Id 745,1469,5917,12
Id 746,1472,55680,10
Id 747,1473,169117,52
Id 748,1476,8349,12
Id 749,1478,28050,37
Id 750,1479,41970,47
Id 751,1480,526605,31
Id 752,1481,68527,32
Id 753,1485,8451,1
Id 754,1486,47642,8
Id 755,1488,50854,13
Id 756,1489,32859,24
Id 757,1491,3292,1
Id 758,1494,90702,25
Id 759,1501,15710,1
Id 760,1508,72406,45
Id 761,1511,110531,32
Id 762,1512,32446,13
Id 763,1513,143701,48
Id 764,1515,5221,1
Id 765,1518,9707,29
Id 766,1520,2011,2
Id 767,1522,3644,22
Id 768,1528,31371,29
Id 769,1530,4846,25
Id 770,1531,218930,31
Id 771,1534,30567,37
Id 772,1536,6640,33
Id 773,1538,11719,1
Id 774,1542,66291,34
Id 775,1545,17908,12
Id 776,1546,1473,24
Id 777,1549,189694,52
Id 778,1550,55207,47
Id 779,1552,13095,12
Id 780,1558,97829,50
Id 781,1560,33496,12
Id 782,1565,21082,8
Id 783,1568,3975,15
Id 784,1571,17526,23
Id 785,1572,9905,47
Id 786,1573,2986,49
Id 787,1581,623080,20
Id 788,1584,105904,24
Id 789,1586,12232,19
Id 790,1592,5551,13
Id 791,1593,9639,14
Id 792,1594,478095,20
Id 793,1595,42292,7
Id 794,1598,56345,23
Id 795,1603,12025,12
Id 796,1605,143006,30
Id 797,1608,13415,12
Id 798,1614,93311,22
Id 799,1615,91904,45
Id 800,1617,35939,37
Id 801,1623,21996,12
Id 802,1629,148921,21
Id 803,1630,17845,15
Id 804,1631,64123,50
Id 805,1634,29882,3
Id 806,1637,4003,14
Id 807,1638,14406,13
Id 808,1655,128706,32
Id 809,1659,114256,30
Id 810,1660,2413,29
Id 811,1663,21020,10
Id 812,1667,85099,50
Id 813,1668,4014,2
Id 814,1669,22031,12
Id 815,1670,155730,36
Id 816,1672,8755,47
Id 817,1673,18667,29
Id 818,1674,9797,2
Id 819,1675,8736,12
Id 820,1676,57076,8
Id 821,1678,4253,19
Id 822,1679,685651,36
Id 823,1689,2457,54
Id 824,1690,4682,14
Id 825,1691,87791,26
Id 826,1699,12128,13
Id 827,1704,133515,21
Id 828,1707,26020,37
Id 829,1711,11433,23
Id 830,1712,22858,23
Id 831,1714,131563,21
Id 832,1719,21486,37
Id 833,1721,10924,4
Id 834,1722,17008,23
Id 835,1723,90438,20
Id 836,1724,62336,12
Id 837,1725,44114,12
Id 838,1726,10099,2
Id 839,1730,24467,29
Id 840,1732,46426,8
Id 841,1733,32358,23
Id 842,1735,34443,21
Id 843,1739,19515,3
Id 844,1741,27810,6
Id 845,1744,8201,6
Id 846,1745,7516,6
Id 847,1746,4812,33
Id 848,1751,2087,40
Id 849,1752,9438,6
Id 850,1753,37698,12
Id 851,1754,4729,33
Id 852,1755,180970,36
Id 853,1758,36266,29
Id 854,1759,4974,15
Id 855,1765,11619,12
Id 856,1768,38397,29
Id 857,1777,96843,11
Id 858,1779,4208,7
Id 859,1780,54272,7
Id 860,1786,2550,40
Id 861,1789,19889,8
Id 862,1798,28523,13
Id 863,1803,9819,12
Id 864,1806,96485,7
Id 865,1809,83454,31
Id 866,1812,8872,22
Id 867,1818,17085,23
Id 868,1822,119198,32
Id 869,1831,191145,3
Id 870,1836,1103,34
Id 871,1839,115282,30
Id 872,1840,130907,32
Id 873,1844,7170,14
Id 874,1849,160159,45
Id 875,1853,10181,47
Id 876,1854,11260,1
Id 877,1855,2115,47
Id 878,1856,32634,2
Id 879,1858,31556,12
Id 880,1862,5654,17
Id 881,1863,22141,12
Id 882,1864,16646,1
Id 883,1865,5517,8
Id 884,1866,10930,13
Id 885,1867,26025,2
Id 886,1868,29022,23
Id 887,1869,17830,13
Id 888,1870,13261,17
Id 889,1871,4427,19
Id 890,1872,7185,1
Id 891,1873,10040,9
Id 892,1875,29672,2
Id 893,1876,31301,13
Id 894,1877,27663,12
Id 895,1878,5573,8
Id 896,1883,6163,47
Id 897,1884,39375,12
Id 898,1885,12767,13
Id 899,1886,18087,13
Id 900,1887,10861,1
Id 901,1888,21110,23
Id 902,1889,9997,13
Id 903,1890,6921,15
Id 904,1891,77423,51
Id 905,1892,16558,1
Id 906,1893,18456,22
Id 907,1897,123291,11
Id 908,1898,141141,35
Id 909,1899,7162,13
Id 910,1900,4432,21
Id 911,1901,3189,34
Id 912,1902,1798,4
Id 913,1903,50310,12
Id 914,1904,1940,51
Id 915,1905,138152,16
Id 916,1906,33261,13
Id 917,1907,5584,17
Id 918,1908,192363,35
Id 919,1909,11461,19
Id 920,1910,23569,1
Id 921,1912,4991,5
Id 922,1914,3574,24
Id 923,1915,20879,12
Id 924,1916,26670,13
Id 925,1917,34306,9
Id 926,1918,162249,35
Id 927,1919,170639,16
Id 928,1920,35836,23
Id 929,1921,25978,32
Id 930,1922,17644,13
Id 931,1923,8446,15
Id 932,1924,20100,13
Id 933,1925,3106,19
Id 934,1926,84657,16
Id 935,1927,21299,12
Id 936,1928,29070,2
Id 937,1929,9343,6
Id 938,1930,9803,21
Id 939,1931,40750,6
Id 940,1936,22541,12
Id 941,1937,25055,13
Id 942,1938,16770,8
Id 943,1939,14947,47
Id 944,1940,-1,1
Id 945,1941,-1,1
Id 946,1942,-1,1
Id 947,1943,-1,1
Id 948,1944,-1,1
Id 949,1945,-1,1
Id 950,1946,-1,1
Id 951,1947,-1,1
Id 952,1948,-1,1
Id 953,1949,-1,1
Id 954,1950,-1,1
Id 955,1951,-1,1
Id 956,1952,-1,1
Id 957,1953,-1,1
Id 958,1954,18495,13
Id 959,1955,74029,37
Id 960,1956,4218,8
Id 961,1957,5849,47
Id 962,1958,32408,12
Id 963,1959,47566,13
Id 964,1960,15929,17
Id 965,1961,58468,12
Id 966,1962,-1,1
Id 967,1963,116805,22
Id 968,1966,27364,2
Id 969,1967,3687,15
Id 970,1968,9783,23
Id 971,1969,3653,2
Id 972,1970,10651,6
Id 973,1971,2347,30
Id 974,1972,12218,19
Id 975,1973,1507,20
Id 976,1974,31656,13
Id 977,1975,166319,11
Id 978,1977,285764,31
Id 979,1978,4322,4
Id 980,1979,62036,22
Id 981,1980,5615,22
Id 982,1981,19047,13
Id 983,1982,8098,15
Id 984,1983,118819,3
Id 985,1985,45955,12
Id 986,1986,23622,12
Id 987,1987,1881,33
Id 988,1988,31918,12
Id 989,1989,70965,12
Id 990,1990,34930,13
Id 991,1991,8535,23
Id 992,1992,40715,24
Id 993,1993,12226,19
Id 994,1994,53407,12
Id 995,1995,-1,1
Id 996,1996,19428,13
Id 997,1997,5853,6
Id 998,1998,8316,2
Id 999,1999,19788,23
Id 1000,2002,74659,22
Id 1001,2003,4959,1
Id 1002,2004,734,49
Id 1003,2005,252,22
Id 1004,2006,2247,44
Id 1005,2007,1395,37
Id 1006,2008,84824,25
Id 1007,2009,1582,47
Id 1008,2010,29234,30
Id 1009,2011,4075,24
Id 1010,2013,3982,21
Id 1011,2015,81319,21
Id 1012,2017,35364,33
Id 1013,2019,1830,3
Id 1014,2020,35492,33
Id 1015,2021,14106,12
Id 1016,2023,13327,12
Id 1017,2024,4976,1
Id 1018,2025,9962,14
Id 1019,2027,105292,11
Id 1020,2028,4518,24
Id 1021,2030,1350,32
Id 1022,2031,7264,9
Id 1023,2033,78903,10
Id 1024,2034,2663,1
Id 1025,2037,2892,19
Id 1026,2038,2354,21
Id 1027,2039,8317,12
Id 1028,2040,12464,1
Id 1029,2041,1189,24
Id 1030,2043,8391,12
Id 1031,2044,1730,50
Id 1032,2045,32953,12
Id 1033,2046,1666,19
Id 1034,2047,18948,12
Id 1035,2048,11358,12
Id 1036,2049,2308,25
Id 1037,2050,19559,8
Id 1038,2051,1910,31
Id 1039,2052,1607,48
Id 1040,2053,8680,1
Id 1041,2054,5284,14
Id 1042,2055,5945,2
Id 1043,2056,10776,14
Id 1044,2057,3214,22
Id 1045,2058,34426,31
Id 1046,2059,12235,13
Id 1047,2061,11173,1
Id 1048,2062,36539,21
Id 1049,2063,51443,34
Id 1050,2064,140096,21
Id 1051,2065,3258,26
Id 1052,2066,49278,12
Id 1053,2067,20306,31
Id 1054,2068,267719,20
Id 1055,2069,18394,8
Id 1056,2070,25666,12
Id 1057,2076,14385,12
Id 1058,2077,8476,1
Id 1059,2078,6479,12
Id 1060,2080,8821,13
Id 1061,2083,54424,13
Id 1062,2084,30930,13
Id 1063,2085,118338,32
Id 1064,2086,7604,15
Id 1065,2087,156841,50
Id 1066,2088,20161,9
Id 1067,2089,103131,48
Id 1068,2090,68486,26
Id 1069,2091,28468,12
Id 1070,2092,1909,45
Id 1071,2093,2601,33
