Id 1072,2094,97044,25
Id 1073,2095,2009,46
Id 1074,2096,5995,47
Id 1075,2097,10458,23
Id 1076,2098,191293,3
Id 1077,2099,23123,10
Id 1078,2100,5055,25
Id 1079,2101,32312,7
Id 1080,2102,26136,1
Id 1081,2103,53039,29
Id 1082,2104,10859,12
Id 1083,2105,60205,8
Id 1084,2106,17328,4
Id 1085,2107,39097,12
Id 1086,2108,33220,9
Id 1087,2109,43169,23
Id 1088,2110,4318,33
Id 1089,2111,51631,21
Id 1090,2112,841,27
Id 1091,2116,34932,23
Id 1092,2117,33566,35
Id 1093,2118,20159,12
Id 1094,2119,36399,10
Id 1095,2120,3230,17
Id 1096,2121,1444,21
Id 1097,2122,2275,51
Id 1098,2123,37898,24
Id 1099,2124,8881,13
Id 1100,2125,8432,14
Id 1101,2128,25528,2
Id 1102,2129,8371,15
Id 1103,2130,9859,8
Id 1104,2131,43913,3
Id 1105,2132,8206,1
Id 1106,2133,91221,23
Id 1107,2134,76316,51
Id 1108,2135,191692,35
Id 1109,2136,171698,30
Id 1110,2137,2098,37
Id 1111,2139,29676,2
Id 1112,2140,17800,13
Id 1113,2142,33098,12
Id 1114,2143,194094,52
Id 1115,2144,141537,52
Id 1116,2145,9725,9
Id 1117,2146,6407,17
Id 1118,2147,7923,19
Id 1119,2148,15393,1
Id 1120,2149,26855,13
Id 1121,2150,4981,19
Id 1122,2151,36179,8
Id 1123,2152,5693,32
Id 1124,2153,31847,2
Id 1125,2154,48030,12
Id 1126,2155,16944,1
Id 1127,2156,125390,16
Id 1128,2157,24002,50
Id 1129,2158,13907,13
Id 1130,2159,16729,22
Id 1131,2160,39997,8
Id 1132,2161,21280,13
Id 1133,2162,1686,4
Id 1134,2163,57977,21
Id 1135,2164,17976,13
Id 1136,2165,23882,23
Id 1137,2166,9091,6
Id 1138,2167,10699,13
Id 1139,2168,8305,47
Id 1140,2169,8310,6
Id 1141,2171,87701,26
Id 1142,2172,11361,17
Id 1143,2173,23715,1
Id 1144,2174,8623,8
Id 1145,2175,21134,12
Id 1146,2176,31953,2
Id 1147,2177,37705,9
Id 1148,2178,19390,12
Id 1149,2179,92290,8
Id 1150,2181,71874,12
Id 1151,2182,48383,16
Id 1152,2183,8459,15
Id 1153,2184,10744,6
Id 1154,2185,105887,16
Id 1155,2186,2371,25
Id 1156,2187,20738,13
Id 1157,2188,53674,12
Id 1158,2189,34738,13
Id 1159,2190,20175,23
Id 1160,2265,33013,6
Id 1161,2282,24216,23
Id 1162,2292,33174,9
Id 1163,2294,6853,2
Id 1164,2323,40697,2
Id 1165,2324,30927,12
Id 1166,2340,16384,6
Id 1167,2345,8028,15
Id 1168,2409,5305,1
Id 1169,2410,12748,14
Id 1170,3100,6294,1
Id 1171,3160,4841,53
Id 1172,3613,4687,24
Id 1173,5147,2569,18
Id 1174,5148,1660,36
Id 1175,5149,2569,18
Id 1176,5180,8828,12
Id 1177,5399,788848,31
Id 1178,5534,19115,12
Id 1179,5553,44499,12
Id 1180,5554,13979,13
Id 1181,5556,15610,2
Id 1182,5653,24356,23
Id 1183,5666,1507,20
Id 1184,5668,887,20
Id 1185,5684,2455,1
Id 1186,5685,4806,1
Id 1187,5689,29452,22
Id 1188,5700,10705,6
Id 1189,5703,970589,31
Id 1190,5704,964620,31
Id 1191,5727,4400,19
Id 1192,5730,16341,6
Id 1193,6127,46980,4
Id 1194,6128,45929,4
Id 1195,6129,46659,4
Id 1196,6134,36142,12
Id 1197,6135,14426,6
Id 1198,6136,27448,6
Id 1199,6140,18883,31
Id 1200,6141,18753,31
Id 1201,6147,52639,31
Id 1202,6148,51707,31
Id 1203,6463,1457,29
Id 1204,6981,11990,12
Id 1205,7120,9428,8
Id 1206,7121,6977,8
Id 1207,7122,17852,6
Id 1208,7123,20697,2
Id 1209,7131,18099,2
Id 1210,7362,83099,10
Id 1211,7383,2743,22
Id 1212,7573,28288,23
Id 1213,7574,28502,12
Id 1214,7575,31999,12
Id 1215,7873,11018,47
Id 1216,8009,1371,22
Id 1217,8044,23868,6
Id 1218,8772,798700,31
Id 1219,9331,24357,6
Id 1220,9340,16195,40
Id 1221,9676,38821,12
