,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0370,76114,87876,332119,1643148,482311,143168,913002,99190,75741,159340,1311176,75094,84057,82651,163067,826515,1305580,1805427,149314,458919,156763,1649321,74825,585010,1298497,1105737,1158309,823934,1561052,580258,1652766,481505,257863,328194,913003,1805563,134020,154933,-1,154933,378037,327105,917108,1300352,378037,327105,917108,175136,326131,138349,821733,458910,1305441,1645173,180743,,,,,,,,,,,,,
0371,11547,23310,357262,1668291,507455,75275,938145,34623,100885,137362,1336319,9826,19490,18084,95174,867032,1330723,1827921,81421,481413,131247,1674464,99969,610153,1323641,1130881,1180802,864451,1586195,605401,1677910,506648,283006,353337,938146,1828056,159163,135313,-1,135313,352521,352248,942252,1340870,352521,352248,942252,251564,351274,203562,862250,481403,1330584,1670316,182992,,,,,,,,,,,,,
0372,413111,401582,485146,1413132,483669,461629,799056,391331,454263,286505,1081857,424640,404672,405404,481528,466636,1075624,1406907,467775,60399,294205,1419306,464668,471064,1068491,999414,759789,464007,1331037,469803,1422751,483431,475984,481222,799057,1407043,395036,287797,-1,287797,295488,484255,803162,940473,295488,484255,803162,301906,483053,286976,461854,60390,1075486,1415157,140891,,,,,,,,,,,,,
0373,160884,149356,419707,1657583,556358,209402,959738,139104,270483,38089,1326308,172413,152445,153178,229302,711087,1320075,1699094,215549,352585,39049,1663757,269567,631747,1312943,1173308,1051975,708458,1575488,630512,1667202,555551,369201,415782,959740,1699229,288253,40295,-1,40295,184874,418816,963845,1184924,184874,418816,963845,213002,417613,165938,706305,352576,1319937,1659608,170109,,,,,,,,,,,,,
0377,33972,44702,359300,1670329,509493,100893,940183,56016,102923,158755,1338357,42215,45758,44352,120792,869071,1332761,1859226,107039,512718,152640,1676503,102007,612192,1325679,1132919,1212108,866490,1588234,607440,1679948,508686,285045,355376,940185,1859362,161202,156706,-1,156706,373914,354287,944290,1342908,373914,354287,944290,228935,353313,192148,864289,512709,1332623,1672354,186123,,,,,,,,,,,,,
0378,16897,28660,356990,1668019,507183,80625,937873,39974,100613,142712,1336047,15176,24840,23434,100524,866760,1330451,1833271,86771,486763,136598,1674192,99697,609881,1323369,1130609,1186152,864179,1585923,605129,1677638,506376,282734,353065,937874,1833406,158891,140663,-1,140663,357872,351976,941980,1340598,357872,351976,941980,251292,351002,203290,861978,486753,1330312,1670044,183527,,,,,,,,,,,,,
0379,1518859,1530621,1184389,281257,1006565,1585913,571905,1541935,1409593,1491127,174003,1517840,1526802,1525396,1605812,786690,175995,1081970,1592060,1192700,1498827,287431,1419999,899513,181902,384226,955111,792074,199162,911898,290876,1009366,1290904,1188675,571385,1082106,1350366,1492419,-1,1492419,1534812,1190418,568921,313758,1534812,1190418,568921,1346226,1189630,1386612,791712,1192710,175857,283282,108397,,,,,,,,,,,,,
0381,96232,84703,462208,1773237,612401,124874,1043091,74452,205831,143966,1441265,107761,87793,88526,125432,848734,1435669,1836740,116546,490232,139698,1779411,204915,715100,1428587,1235827,1189622,846105,1691142,710348,1782856,611594,387953,458284,1043093,1836876,264110,144132,-1,144132,279960,457195,1047198,1322571,279960,457195,1047198,288194,456221,251407,843952,490223,1435531,1775262,183874,,,,,,,,,,,,,
0383,100614,89085,427115,1690354,563767,149132,994457,78834,210213,41305,1359078,112142,92175,92907,169031,743857,1352846,1731864,155278,385356,35191,1696527,209297,666465,1345713,1187193,1084745,741229,1608258,661713,1699973,562960,376610,423191,994458,1731999,268492,39257,-1,39257,261382,426224,998563,1217695,261382,426224,998563,220410,425022,166534,739075,385346,1352707,1692379,173386,,,,,,,,,,,,,
0386,250595,239067,354434,1527540,491085,299113,842907,228815,304902,123989,1196265,262124,242156,242889,319013,581044,1190032,1569050,305260,222542,131689,1533714,303986,514915,1182900,1043265,921932,578415,1445445,513653,1537159,490278,345272,350509,842908,1569186,264323,125282,-1,125282,231747,353543,847013,1054881,231747,353543,847013,171194,352340,127737,576262,222533,1189894,1529565,157105,,,,,,,,,,,,,
0387,612440,600912,412633,1166180,258287,660958,486651,590660,560417,485834,834905,668664,604001,604734,680858,219684,828672,1277512,667105,340460,493534,1172354,570823,224143,821540,648321,630394,217055,1084085,210819,1175799,258049,519148,416918,485531,1277648,501190,487126,-1,487126,505344,418661,488621,693521,505344,418661,488621,445524,417873,489418,214902,340470,828534,1168205,127951,,,,,,,,,,,,,
0388,1588820,1530811,1256481,722302,1078656,1655875,714310,1520559,1479555,1415734,391026,1587801,1533900,1534633,1675774,711296,384793,520031,1662021,1117307,1423433,728475,1489960,988872,377661,526631,392993,716680,640206,975548,731920,1081457,1362996,1260766,713790,520166,1420328,1417026,-1,1417026,1433995,1262509,711327,249642,1433995,1262509,711327,1364662,1261721,1408555,716318,1117316,384655,724327,52203,,,,,,,,,,,,,
0390,67564,56035,416884,1714372,553535,116082,984226,45784,177163,64247,1382400,79092,59125,59857,135981,766799,1376803,1754805,122228,408297,58132,1720545,176247,656234,1369721,1176961,1107687,764170,1632276,651482,1723990,552728,359284,412960,984227,1754941,235442,62198,-1,62198,279406,415993,988332,1240636,279406,415993,988332,210179,414791,173392,762017,408288,1376665,1716397,175680,,,,,,,,,,,,,
0392,874586,816165,542247,952421,364422,876212,382035,805913,765320,701088,621145,873567,819254,819987,896111,5924,614913,1062083,882358,402661,708787,958594,775726,274637,607780,543704,414964,1625,870325,261313,962040,367223,648762,546532,380914,1062218,706093,702380,-1,702380,744772,548275,384004,479762,744772,548275,384004,650427,547487,694321,2260,402670,614774,954446,106408,,,,,,,,,,,,,
0393,495019,506782,160550,1185122,24286,562073,454976,518096,385753,515861,853150,494000,502962,501556,581973,389488,847554,1447391,568220,479283,520830,1191296,396159,126985,840472,647712,800273,386907,1103027,122233,1194741,23479,267065,164835,454978,1447526,326527,517153,-1,517153,665923,166578,459083,863325,665923,166578,459083,322386,165790,362772,384706,479292,847416,1187147,144939,,,,,,,,,,,,,
0394,127751,116222,402822,1651606,539473,176269,953761,105971,237350,4133,1320331,139280,119312,120044,196168,705110,1314098,1693116,182416,346608,8638,1657780,236434,625769,1306965,1167331,1045998,702481,1569511,624534,1661225,538666,352316,398897,953762,1693252,271368,550,-1,550,224076,401931,957868,1178947,224076,401931,957868,196117,400728,149053,700328,346599,1313959,1653631,169512,,,,,,,,,,,,,
0395,1342696,1354458,1008226,339404,830402,1409750,395742,1365772,1233430,1314964,10607,1341676,1350639,1349233,1429649,610527,7074,905807,1415896,1016537,1322664,345577,1243836,723350,8041,208063,778948,615911,257308,735735,349023,833203,1114741,1012512,395222,905943,1174203,1316256,-1,1316256,1358649,1014255,392758,137595,1358649,1014255,392758,1170063,1013467,1210449,615549,1016547,7195,341429,90781,,,,,,,,,,,,,
0396,798661,810424,466322,1026085,288497,865716,365102,809391,689396,699087,694809,797642,806604,805198,885615,79588,688577,1137492,871862,385500,706786,1032258,699801,198713,681444,526771,490373,77007,943989,185389,1035704,291298,572837,470607,363981,1137627,630169,700379,-1,700379,718596,472350,367071,553426,718596,472350,367071,574503,471562,618396,74806,385510,688438,1028110,113949,,,,,,,,,,,,,
0399,228398,216869,242719,1540206,379370,276916,810061,206618,191517,155242,1208235,219470,219958,220691,296815,690923,1202638,1700501,283062,353993,160211,1546380,201922,482069,1195556,1002796,1053382,688342,1458111,477317,1549825,378563,213238,238795,810062,1700636,132290,156534,-1,156534,325780,241828,814167,1164760,325780,241828,814167,39160,240625,7010,686141,353983,1202500,1542231,170250,,,,,,,,,,,,,
0400,366622,378385,8201,1348035,187198,433676,617889,389698,257356,400999,1016063,365603,374565,373159,453576,552400,1010467,1610303,439823,543413,405968,1354208,267762,289897,1003384,810624,963185,549819,1265939,285145,1357653,186392,121285,12487,617890,1610439,198129,402291,-1,402291,567390,14230,621995,1026237,567390,14230,621995,207525,13442,247911,547618,543403,1010328,1350060,161230,,,,,,,,,,,,,
0402,12169,5627,378145,1689174,528338,76449,959028,16941,121768,119679,1357202,23697,13466,14199,96348,822231,1351606,1810238,82595,463730,113565,1695347,120852,631036,1344524,1151764,1163119,819603,1607078,626284,1698793,527531,303889,374220,959029,1810373,180046,117630,-1,117630,334839,373131,963135,1296069,334839,373131,963135,249670,372157,212883,817449,463720,1351467,1691199,181224,,,,,,,,,,,,,
0403,963287,975049,630947,840625,453122,1030341,141545,974016,854021,863712,508653,962267,971229,969824,1050240,235340,503057,1233540,1036487,608435,871411,846798,864426,356476,495974,303214,613365,240724,758529,350014,850243,455923,737462,635232,140424,1233676,794794,865004,-1,865004,883221,636976,143514,476511,883221,636976,143514,739128,636187,783021,240362,608444,502918,842650,123554,,,,,,,,,,,,,
0405,27374,31772,384387,1695416,534580,61662,965270,48176,128010,150915,1363444,21708,25678,26134,81561,894157,1357848,1841474,67808,494965,144800,1701589,127094,637278,1350766,1158006,1194355,891576,1613320,632526,1705035,533773,310131,380462,965271,1841609,186288,148866,-1,148866,366074,379373,969377,1367995,366074,379373,969377,278689,378399,230687,889375,494956,1357709,1697441,184347,,,,,,,,,,,,,
0407,371747,383509,3954,1341289,180453,438801,611143,394823,262481,406123,1009317,370727,379689,378284,458700,545654,1003721,1603558,444947,548537,411093,1347462,272886,283151,996639,803879,956439,543073,1259194,278399,1350908,179646,126409,8240,611144,1603693,203254,407416,-1,407416,572515,10047,615250,1019492,572515,10047,615250,212649,9259,253035,540872,548528,1003582,1343314,160556,,,,,,,,,,,,,
0409,978872,967344,1150363,1895301,1145157,1027390,1333552,957092,1051358,851453,1564025,990401,970433,971166,1047290,1041916,1557793,1384711,1033537,661325,858015,1901474,1050442,1132552,1550660,1484051,740538,1037005,1813206,1131291,1904920,1144919,1125614,1146438,1332431,1384846,1044665,871785,-1,871785,691705,1149472,1335521,1422642,691705,1149472,1335521,946804,1148269,903267,1039315,661335,1557654,1897326,138671,,,,,,,,,,,,,
0410,926265,868256,593926,898523,416101,993319,328703,858004,816999,753178,567247,925246,871345,872078,1013219,48741,561015,1096564,999466,454751,760878,904696,827405,326316,553882,490372,449445,54125,816427,312992,908141,418902,700441,598211,327582,1096699,757772,754470,-1,754470,796863,599954,330672,425863,796863,599954,330672,702106,599166,746000,53763,454761,560876,900548,109856,,,,,,,,,,,,,
0411,1699833,1688305,1483905,1122676,1306080,1748352,1114684,1678053,1706979,1573228,791400,1711362,1691394,1692127,1768251,946519,785168,119855,1754498,1227497,1580927,1128849,1717384,1216296,778035,927005,528470,941608,1040580,1202972,981649,1308881,1590420,1488190,1114164,119991,1647752,1574520,-1,1574520,1569472,1489933,1111701,650016,1569472,1489933,1111701,1588629,1489145,1573698,943918,1227507,785029,1124701,12185,,,,,,,,,,,,,
0414,124793,113265,410858,1662870,547509,173311,965025,103013,234392,11192,1331594,136322,116354,117087,193211,716374,1325362,1704380,179458,357872,3344,1669043,233476,637033,1318229,1178595,1057262,713745,1580775,635798,1672489,546702,360352,406933,965026,1704516,279404,10421,-1,10421,221777,409967,969132,1190211,221777,409967,969132,204153,408764,157089,711592,357863,1325223,1664895,170638,,,,,,,,,,,,,
0415,413685,402156,595039,1640719,657518,462203,972905,391905,496034,290890,1309443,425213,405245,405978,482102,694222,1303210,1634494,468349,287986,291849,1646892,495118,644914,1296078,1173264,987375,691593,1558623,643652,1650337,657280,570290,591115,972906,1634629,489342,293095,-1,293095,76493,594148,977012,1168059,76493,594148,977012,391480,592946,347943,689440,287976,1303072,1642744,163649,,,,,,,,,,,,,
0416,27715,39477,374394,1685423,524586,70188,955277,48500,118016,151239,1353451,11715,25988,26444,90087,884164,1347855,1841797,76334,495289,145124,1691596,117100,627285,1340772,1148012,1194679,881583,1603327,622533,1695041,523780,300138,370469,955278,1841933,176295,149190,-1,149190,366398,369380,959383,1358001,366398,369380,959383,268696,368406,220694,879382,495280,1347716,1687448,184380,,,,,,,,,,,,,
0417,166029,177791,202872,1513901,353064,233083,783755,189105,56763,274244,1181929,165009,173972,172566,252982,712642,1176333,1770546,239229,457948,285729,1520074,67169,455763,1169251,976490,1123427,710061,1431805,451011,1523519,352258,128616,198947,783756,1770681,3967,275536,-1,275536,466444,197858,787861,1186479,466444,197858,787861,97174,196884,143808,707860,457939,1176194,1515926,177254,,,,,,,,,,,,,
0418,356906,345378,562891,1638635,664760,405424,980148,335126,463886,234112,1307360,368435,348467,349200,425324,692139,1301127,1632410,411571,285902,235071,1644809,462970,652156,1293994,1180506,985292,689510,1556540,650894,1648254,664522,538142,558966,980149,1632546,457194,236317,-1,236317,80839,562000,984254,1165976,80839,562000,984254,359332,560797,315795,687357,285893,1300988,1640660,163441,,,,,,,,,,,,,
0419,289651,301413,121707,1450126,289289,356705,719980,312727,180385,347700,1118154,288631,297594,296188,376604,654491,1112558,1712394,362851,531404,352669,1456299,190790,391988,1105475,912715,1065276,651910,1368030,387236,1459744,288483,2342,117782,719981,1712530,121158,348992,-1,348992,539901,116693,724086,1128328,539901,116693,724086,170630,115719,217265,649709,531395,1112419,1452151,171439,,,,,,,,,,,,,
0420,813746,802217,613938,1073328,459592,862264,502942,791966,761723,687140,742052,869969,805306,806039,882163,126832,735820,1184660,868410,388713,694839,1079501,772128,392197,728687,664611,537542,124203,991233,378873,1082947,459354,720453,618223,501821,1184796,702496,688432,-1,688432,730824,619967,504911,600669,730824,619967,504911,646830,619179,690723,122050,388722,735681,1075353,118666,,,,,,,,,,,,,
0422,137367,125838,452375,1701159,589026,185885,1003314,115587,246966,49895,1369884,148895,128927,129660,205784,754663,1363651,1742669,192031,396161,45627,1707333,246050,675323,1356519,1216884,1095551,752034,1619064,674088,1710778,588219,401870,448451,1003316,1742805,305244,50061,-1,50061,224989,451484,1007421,1228500,224989,451484,1007421,245670,450282,198606,749881,396152,1363513,1703184,174467,,,,,,,,,,,,,
0425,602960,591432,774451,1661616,792891,651479,1058804,581180,675446,475541,1330340,614489,594521,595254,671378,715119,1324107,1538920,657625,308883,482104,1667789,674530,780286,1316975,1220474,891802,712490,1579520,779025,1671234,792653,749702,770526,1057684,1539056,668754,495873,-1,495873,315793,773560,1060774,1188956,315793,773560,1060774,570892,772357,527355,710337,308873,1323969,1663641,154092,,,,,,,,,,,,,
0430,352695,364458,16512,1360901,200064,419749,630755,375772,243429,396834,1028929,351676,360638,359232,439649,565266,1023333,1623169,425896,539248,401804,1367074,253835,302763,1016251,823490,976051,562685,1278805,298011,1370519,199258,107358,12910,630756,1623305,184203,398127,-1,398127,563226,10312,634861,1039103,563226,10312,634861,203360,9338,243746,560484,539239,1023194,1362926,162517,,,,,,,,,,,,,
0436,1336111,1347873,1001641,340956,823816,1403165,389156,1359187,1226845,1308379,11343,1335091,1344053,1342648,1423064,603941,5747,899222,1409311,1009952,1316078,347129,1237250,716765,1891,201477,772363,609326,258860,729150,350574,826617,1108156,1005926,388637,899357,1167618,1309671,-1,1309671,1352063,1007669,386173,131009,1352063,1007669,386173,1163477,1006881,1203863,608963,1009961,5609,342981,90122,,,,,,,,,,,,,
0437,298926,287397,582839,1802874,719490,347444,1093810,277146,408525,187693,1471599,310455,290487,291219,339268,856378,1465366,1796649,353591,450141,188337,1809048,407609,765818,1458233,1294168,1149531,853749,1720779,764556,1812493,718683,532334,578914,1093811,1796785,451385,187858,-1,187858,112061,581948,1097916,1330215,112061,581948,1097916,366167,580745,322630,851596,450132,1465227,1804899,179865,,,,,,,,,,,,,
0439,964081,975843,629611,715122,451786,1031135,17126,987157,854815,968444,383150,963061,972024,970618,1051034,376466,377554,1217239,1037281,749561,976143,721295,865220,344735,370472,177712,710079,381850,633027,357120,724741,454587,736126,633896,16607,1217375,795588,969736,-1,969736,1001189,635640,14143,449027,1001189,635640,14143,791448,634852,831833,381488,749571,377415,717147,121924,,,,,,,,,,,,,
0440,1336147,1347909,1001678,344697,823853,1403201,389193,1359223,1226881,1308415,12501,1335128,1344090,1342684,1423101,603978,7453,899259,1409348,1009989,1316115,350870,1237287,716801,5394,201514,772399,609362,262601,729186,354316,826654,1108193,1005963,388673,899394,1167654,1309707,-1,1309707,1352100,1007706,386210,131046,1352100,1007706,386210,1163514,1006918,1203900,609000,1009998,7574,346722,90126,,,,,,,,,,,,,
0442,659529,671292,325060,1080166,147235,726584,350020,682606,550264,663893,748194,658510,667472,666067,746483,316105,742598,1374009,732730,509997,671592,1086339,560669,39430,735516,542755,726890,313524,998070,52569,1089784,150036,431575,329345,350021,1374144,491037,665185,-1,665185,696637,331088,354126,789942,696637,331088,354126,486896,330300,527282,311323,510007,742459,1082191,137601,,,,,,,,,,,,,
0443,77315,78578,440068,1751097,590260,9727,1020951,79622,183690,182361,1419125,77389,69977,70433,32078,949838,1413529,1872919,5082,526411,176246,1757270,182774,692959,1406446,1213686,1225801,947257,1669001,688207,1760715,589454,365812,436143,1020952,1873055,241969,180312,-1,180312,397520,435054,1025057,1423675,397520,435054,1025057,312351,434080,275564,945056,526402,1413390,1753122,187492,,,,,,,,,,,,,
0444,44131,55893,335714,1646743,485907,111185,916597,67207,79337,169946,1314771,43112,52074,50668,131085,845485,1309175,1849093,117332,502585,163831,1652917,78421,588606,1302093,1109333,1201974,842903,1564648,583853,1656362,485100,261458,331790,916598,1849228,137616,167897,-1,167897,385105,330700,920704,1319322,385105,330700,920704,230016,329726,182014,840702,502575,1309037,1648768,185109,,,,,,,,,,,,,
0445,363289,375051,6622,1351010,190174,430343,620864,386365,254023,397756,1019038,362269,371232,369826,450242,555376,1013442,1613279,436489,540170,402725,1357184,264429,292873,1006360,813600,966160,552795,1268915,288121,1360629,189367,117952,3020,620866,1613414,194796,399048,-1,399048,564147,4385,624971,1029213,564147,4385,624971,204282,3182,244668,550594,540160,1013304,1353035,161528,,,,,,,,,,,,,
0449,2151797,2140268,1890019,744091,1712194,2200315,1295854,2130017,2113092,2025191,909920,2163325,2143358,2144090,2220214,1344834,911913,567961,2206461,1679461,2032890,750264,2123498,1622409,912453,1108175,980433,1350218,716293,1609085,684047,1714995,1996534,1894304,1295335,568096,2053865,2026483,-1,2026483,2021435,1896047,1292871,873050,2021435,1896047,1292871,1998199,1895259,2025662,1349856,1679470,911774,746116,56996,,,,,,,,,,,,,
0450,1449162,1460925,1114693,230423,936868,1516216,502208,1472238,1339896,1421430,104306,1448143,1457105,1455699,1536116,716993,106298,1012274,1522363,1123004,1429130,236596,1350302,829816,112206,314529,885414,722377,148327,842201,240041,939669,1221208,1118978,501688,1012409,1280669,1422723,-1,1422723,1465115,1120721,499225,244061,1465115,1120721,499225,1276529,1119933,1316915,722015,1123013,106160,232448,101427,,,,,,,,,,,,,
0451,1249730,1261492,915260,429874,737435,1316784,302775,1272806,1140464,1274881,97902,1248710,1257673,1256267,1336683,636711,92306,931992,1322930,1042722,1282580,436048,1150869,630384,85224,115097,805132,642095,347779,642769,439493,740236,1021775,919545,302256,932127,1081237,1276173,-1,1276173,1294390,921289,299792,163779,1294390,921289,299792,1077097,920501,1117482,641733,1042731,92168,431899,93399,,,,,,,,,,,,,
0452,1673465,1685227,1338995,7054,1161170,1740519,726510,1696541,1564199,1645733,328608,1672445,1681408,1680002,1760418,941295,330601,1236576,1746665,1347306,1653432,13227,1574604,1054119,336508,538832,1109717,946680,76874,1066504,69433,1163971,1445510,1343280,725991,1236711,1504972,1647025,-1,1647025,1689417,1345024,723527,468363,1689417,1345024,723527,1500832,1344236,1541217,946318,1347315,330462,9079,123858,,,,,,,,,,,,,
0454,10709,9465,374528,1685557,524720,67208,955411,19232,118150,121971,1353585,19991,2758,1352,87107,824523,1347989,1812530,73354,466021,115856,1691730,117234,627419,1340907,1148146,1165411,821894,1603461,622667,1695175,523914,300272,370603,955412,1812665,176429,119922,-1,119922,337130,369514,959517,1298360,337130,369514,959517,251962,368540,215175,819741,466012,1347850,1687582,181453,,,,,,,,,,,,,
0455,5348,16078,364012,1675041,514205,72994,944895,27392,107635,130131,1343069,12739,17860,16454,92893,873782,1337473,1820689,79141,474181,124016,1681214,106719,616903,1330391,1137631,1173571,871201,1592946,612151,1684660,513398,289756,360087,944896,1820825,165913,128082,-1,128082,345290,358998,949002,1347620,345290,358998,949002,258314,358024,223335,869000,474172,1337334,1677066,182269,,,,,,,,,,,,,
0456,29019,17490,394995,1706024,545188,72796,975878,11422,138618,116644,1374052,40547,17355,18088,92695,819196,1368456,1807202,78943,460694,110529,1712197,137702,647887,1361374,1168614,1160084,816567,1623929,643134,1715643,544381,320739,391070,975879,1807338,196897,114595,-1,114595,332830,389981,979985,1293033,332830,389981,979985,246634,389007,209848,814414,460685,1368318,1708049,180920,,,,,,,,,,,,,
0457,2321791,2333553,1987321,668140,1809497,2388845,1374836,2344867,2212525,2294059,976935,2320771,2329734,2328328,2408744,1589622,978927,1730457,2394991,1995632,2301758,662472,2222930,1702445,984834,1187158,1758043,1595006,734946,1714830,633523,1812297,2093836,1991607,1374317,1730592,2153298,2295351,-1,2295351,2337743,1993350,1371853,1116689,2337743,1993350,1371853,2149158,1992562,2189544,1594644,1995642,978788,666748,173246,,,,,,,,,,,,,
0458,251408,239879,585606,1834390,722257,299926,1136545,229628,361007,183126,1503114,262936,242969,243701,291750,887894,1496882,1875900,306072,529392,178858,1840563,360091,808553,1489749,1350115,1228782,885265,1752295,807318,1844009,721450,543128,581681,1136546,1876036,419286,183291,-1,183291,228022,584715,1140652,1361731,228022,584715,1140652,378901,583512,331837,883111,529383,1496743,1836415,187790,,,,,,,,,,,,,
0460,2250562,2431415,1916092,610758,1738267,2491462,1303607,2421163,2141296,2316337,905705,2249542,2434504,2435237,2511361,1635980,907698,859107,2497608,1970607,2324037,605091,2151701,1631216,913605,1115928,1271580,1641365,663717,1643601,562294,1741068,2022607,1920377,1303088,859243,2082069,2317630,-1,2317630,2312582,1922120,1300624,1164196,2312582,1922120,1300624,2077928,1921332,2316808,1641003,1970617,907559,609367,86111,,,,,,,,,,,,,
0461,1196963,1185434,1272101,1428179,1094276,1245481,1026351,1175183,1238114,1070357,1096903,1208491,1188523,1189256,1265380,734715,1090671,960839,1251627,724626,1078056,1434352,1248520,1004492,1083538,1176851,316666,729804,1346083,991168,1437798,1097077,1259836,1276386,1025231,960975,1178888,1071649,-1,1071649,1066601,1278129,1028320,955519,1066601,1278129,1028320,1085758,1277341,1070827,732114,724636,1090532,1430204,96284,,,,,,,,,,,,,
0462,94245,106008,291592,1602621,441785,161299,872475,117322,35215,220060,1270649,93226,102188,100782,181199,801363,1265053,1859266,167446,506774,213946,1608794,34299,544484,1257971,1065211,1212147,798781,1520526,539731,1612240,440978,217336,287667,872476,1859401,93494,202788,-1,202788,435220,286578,876582,1275200,435220,286578,876582,185894,285604,186204,796580,506765,1264915,1604646,186127,,,,,,,,,,,,,
0463,110165,98636,436666,1701355,573318,158683,1004008,88385,219764,52306,1370079,121693,101726,102458,178582,754859,1363847,1742865,164829,396357,46192,1707528,218848,676016,1356714,1196744,1095746,752230,1619259,671264,1710974,572511,386161,432742,1004009,1743000,278043,50258,-1,50258,256706,435775,1008115,1228696,256706,435775,1008115,229962,434573,177535,750076,396347,1363708,1703380,174486,,,,,,,,,,,,,
0464,163365,175127,233264,1544293,383457,230419,814148,186441,54099,232621,1212322,162346,171308,169902,250319,743035,1206725,1800938,236566,488341,230044,1550467,64505,486156,1199643,1006883,1153820,740454,1462198,481404,1553912,382650,159009,229340,814149,1801074,36041,228214,-1,228214,451318,228251,818254,1216872,451318,228251,818254,127567,227277,174201,738253,488332,1206587,1546318,180294,,,,,,,,,,,,,
0465,1256680,1268442,922210,423257,744386,1323734,309725,1279756,1147414,1281831,91285,1255660,1264623,1263217,1343633,630094,85689,925375,1329880,1036105,1289530,429431,1157819,637334,78607,122047,798515,635478,341162,649719,432876,747186,1028725,926496,309206,925510,1088187,1283123,-1,1283123,1301340,928239,306742,157162,1301340,928239,306742,1084047,927451,1124433,635116,1036114,85551,425282,92737,,,,,,,,,,,,,
0466,1447510,1389500,1115170,580991,937346,1514564,572999,1379249,1338244,1274423,249716,1446490,1392590,1393322,1534463,569986,243483,661498,1520710,975996,1282123,587165,1348650,847561,236350,385321,534639,575370,498896,834237,590610,940147,1221685,1119456,572480,661634,1279017,1275715,-1,1275715,1318108,1121199,570016,108332,1318108,1121199,570016,1223351,1120411,1267244,575008,976006,243344,583016,66350,,,,,,,,,,,,,
0467,126433,114904,403635,1652419,540286,174951,954574,104653,236032,4946,1321144,137962,117994,118726,194850,705923,1314911,1693929,181098,347421,7320,1658593,235116,626583,1307778,1168144,1046811,703294,1570324,625347,1662038,539479,353129,399710,954575,1694065,272181,539,-1,539,223285,402744,958681,1179760,223285,402744,958681,196930,401541,149866,701141,347412,1314772,1654444,169593,,,,,,,,,,,,,
0468,118774,130537,254792,1565822,404985,185828,835676,141851,7928,244589,1233850,117755,126717,125311,205728,764563,1228254,1822466,191975,509869,238475,1571995,17289,507684,1221171,1028411,1175348,761982,1483726,502932,1575440,404178,180537,250868,835677,1822602,56694,242540,-1,242540,459749,249779,839782,1238400,459749,249779,839782,149095,248805,195729,759781,509860,1228115,1567847,182447,,,,,,,,,,,,,
0469,946420,958182,611950,738671,434126,1013474,20119,969496,837154,950783,406699,945401,954363,952957,1033374,359949,401103,1240789,1019621,733044,958483,744845,847560,327074,394021,201261,693562,365333,656576,339459,748290,436927,718466,616236,20120,1240924,777927,952076,-1,952076,983528,617979,24225,472576,983528,617979,24225,773787,617191,814173,364971,733053,400965,740696,124279,,,,,,,,,,,,,
0470,52455,40927,420000,1731029,570193,80512,1000883,42016,163623,144754,1399057,57321,44055,44788,79231,847306,1393461,1835313,70346,488805,138640,1737203,162707,672892,1386379,1193619,1188194,844677,1648934,668139,1740648,569386,345744,416076,1000885,1835448,221902,142705,-1,142705,341210,414987,1004990,1321143,341210,414987,1004990,274745,414013,237958,842524,488795,1393323,1733054,183731,,,,,,,,,,,,,
0471,21426,16510,388921,1699950,539114,54887,969804,26825,132544,129564,1367978,26242,11027,11483,74786,898691,1362382,1820122,61033,473614,123449,1706123,131628,641812,1355300,1162540,1173004,896110,1617854,637060,1709569,538307,314665,384996,969805,1820257,190822,127515,-1,127515,344723,383907,973911,1372529,344723,383907,973911,259554,382933,222767,893909,473604,1362243,1701975,182212,,,,,,,,,,,,,
0472,662817,674579,328347,1084254,150522,729871,354108,685893,553551,667180,752282,661797,670759,669354,749770,319392,746686,1377296,736017,513284,674879,1090427,563956,44897,739604,546844,730177,316811,1002158,55856,1093873,153323,434862,332632,354109,1377431,494324,668472,-1,668472,699924,334375,358214,793230,699924,334375,358214,490183,333587,530569,314610,513294,746547,1086279,137929,,,,,,,,,,,,,
0473,918537,860527,586197,951194,408373,985591,407579,850276,809271,745450,619918,917518,863617,864349,1005490,48812,613686,1020604,991738,447023,753150,957367,819677,318588,606553,569249,373485,43901,869099,305264,960813,411174,692713,590483,406459,1020739,750044,746742,-1,746742,789135,592226,409549,478535,789135,592226,409549,694378,591438,738271,46211,447033,613547,953219,102260,,,,,,,,,,,,,
0474,1147360,1159122,812890,622697,635065,1214414,280048,1170436,1038094,1118864,290725,1146340,1155302,1153897,1234313,449526,285129,1124815,1220560,855537,1126564,628871,1048499,528014,278047,92369,774877,454911,540602,540399,632316,637866,919405,817175,279528,1124950,978867,1120156,-1,1120156,1138374,818918,277065,356602,1138374,818918,277065,994280,818130,1038173,454549,855546,284991,624722,112681,,,,,,,,,,,,,
