,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
2041,13539,28872,371070,1682099,521263,73097,951953,40185,114693,142924,1350127,8391,17401,15995,92996,880841,1344531,1833483,79244,486975,136809,1688273,113777,623962,1337449,1144689,1186364,878260,1600004,619209,1691718,520456,296814,367146,951955,1833618,172972,140875,-1,140875,358083,366056,956060,1354678,358083,366056,956060,265373,365083,217370,876059,486965,1344393,1684124,183548,,,,,,,,,,,,,
2043,222197,210668,249281,1546769,385933,270715,816623,200417,201489,149754,1214797,213269,213758,214491,290615,697485,1209201,1691687,276862,345179,154723,1552942,211895,488631,1202119,1009359,1044569,694904,1464673,483879,1556388,385126,223211,245357,816624,1691823,142262,151046,-1,151046,320292,248390,820730,1171323,320292,248390,820730,45723,247188,1730,692703,345170,1209062,1548794,169369,,,,,,,,,,,,,
2044,43021,54783,343845,1654874,494038,101026,924729,66097,87468,168836,1322902,32953,50964,49558,120926,853616,1317306,1857224,107173,510716,162721,1661048,86552,596737,1310224,1117464,1210105,851035,1572779,591985,1664493,493231,269590,339921,924730,1857359,145747,166787,-1,166787,383995,338832,928835,1327453,383995,338832,928835,238148,337858,190146,848834,510706,1317168,1656899,185922,,,,,,,,,,,,,
2045,77315,78578,440068,1751097,590260,7318,1020951,79622,183690,182361,1419125,77389,69977,70433,16713,949838,1413529,1872919,1666,526411,176246,1757270,182774,692959,1406447,1213686,1225801,947257,1669001,688207,1760715,589454,365812,436143,1020952,1873055,241969,180312,-1,180312,397520,435054,1025057,1423675,397520,435054,1025057,312351,434080,275565,945056,526402,1413390,1753122,187492,,,,,,,,,,,,,
2046,22322,34084,350689,1661718,500881,87022,931572,45398,94311,148136,1329746,18948,30264,28859,106921,860459,1324150,1838695,93168,492187,142022,1667891,93395,603580,1317068,1124307,1191576,857878,1579622,598828,1671336,500075,276433,346764,931573,1838830,152590,146087,-1,146087,363296,345675,935678,1334296,363296,345675,935678,244991,344701,196989,855677,492177,1324011,1663743,184069,,,,,,,,,,,,,
2047,13079,24842,357289,1668318,507482,76807,938172,36155,100912,138894,1336346,11358,21022,19616,96706,867060,1330750,1829453,82953,482945,132779,1674492,99996,610181,1323668,1130908,1182334,864479,1586223,605428,1677937,506675,283033,353365,938174,1829588,159191,136845,-1,136845,354053,352275,942279,1340897,354053,352275,942279,251592,351301,203589,862278,482935,1330612,1670343,183145,,,,,,,,,,,,,
2048,1336527,1348290,1002058,339786,824233,1403581,389573,1359604,1227261,1308796,10174,1335508,1344470,1343064,1423481,604358,4457,899639,1409728,1010369,1316495,345959,1237667,717182,2308,201894,772779,609742,257691,729566,349405,827034,1108573,1006343,389053,899774,1168035,1310088,-1,1310088,1352480,1008086,386590,131426,1352480,1008086,386590,1163894,1007298,1204280,609380,1010378,4319,341811,90164,,,,,,,,,,,,,
2049,41339,29811,407316,1718345,557508,89858,988199,19559,150939,97364,1386373,52868,32900,33633,109757,799916,1380777,1787923,96004,441415,91250,1724518,150022,660207,1373695,1180934,1140804,797287,1636249,655455,1727963,556702,333060,403391,988200,1788058,209217,95315,-1,95315,314246,402302,992305,1273753,314246,402302,992305,227247,401328,190460,795134,441405,1380638,1720370,178992,,,,,,,,,,,,,
2050,1689980,1701742,1355510,72986,1177685,1757034,743025,1713056,1580714,1662248,345124,1688960,1697923,1696517,1776933,957810,347116,1097842,1763180,1363821,1669947,93227,1591119,1070634,353023,555347,1126232,963195,103135,1083019,1910,1180486,1462025,1359795,742506,1097977,1521487,1663540,-1,1663540,1705932,1361539,740042,484878,1705932,1361539,740042,1517347,1360751,1557733,962833,1363831,346977,75011,109984,,,,,,,,,,,,,
2051,258600,247071,209752,1507240,346404,307118,777094,236820,152814,195406,1175268,261060,250161,250893,327017,654427,1169672,1708889,313264,362381,200376,1513413,163220,449102,1162590,969830,1061771,651846,1425144,444350,1516859,345597,174536,205828,777095,1709025,93587,196698,-1,196698,366093,208861,781201,1128264,366093,208861,781201,1607,207659,46613,649645,362372,1169533,1509265,171089,,,,,,,,,,,,,
2052,8680,19410,366657,1677686,516850,77424,947540,30724,110280,133463,1345714,17169,27250,27982,97324,876427,1340118,1824021,83571,477513,127348,1683859,109364,619548,1333036,1140276,1176903,873846,1595590,614796,1687305,516043,292401,362732,947541,1824157,168558,131414,-1,131414,348622,361643,951647,1350265,348622,361643,951647,260959,360669,226667,871645,477504,1339979,1679711,182602,,,,,,,,,,,,,
2053,10705,12786,371194,1682223,521387,64534,952077,22554,114817,125293,1350251,16657,6692,5284,84433,880965,1344655,1815851,70680,469343,119178,1688397,113901,624086,1337573,1144813,1168733,878384,1600128,619334,1691842,520580,296939,367270,952079,1815986,173096,123244,-1,123244,340452,366181,956184,1354802,340452,366181,956184,255283,365207,218496,876183,469333,1344517,1684248,181785,,,,,,,,,,,,,
2054,8731,5945,382533,1693562,532725,77028,963416,17423,126156,120162,1361590,28085,6080,6282,96928,822714,1355994,1810721,83175,464212,114047,1699735,125239,635424,1348912,1156151,1163602,820085,1611466,630672,1703180,531919,308277,378608,963417,1810856,184434,118113,-1,118113,335321,377519,967522,1296551,335321,377519,967522,250153,376545,213366,817932,464203,1355855,1695587,181272,,,,,,,,,,,,,
2055,14284,18319,374240,1685269,524433,61562,955123,28086,117863,130825,1353297,20309,12225,10776,81461,884011,1347701,1821383,67708,474875,124710,1691443,116947,627132,1340619,1147859,1174265,881430,1603174,622379,1694888,523626,299984,370316,955125,1821519,176142,128776,-1,128776,345984,369227,959230,1357848,345984,369227,959230,268543,368253,224029,879229,474866,1347563,1687294,182338,,,,,,,,,,,,,
2056,1683504,1695266,1349034,4612,1171209,1750558,736549,1706580,1574238,1655772,338647,1682484,1691447,1690041,1770457,951334,340640,1246615,1756704,1357345,1663471,3214,1584643,1064158,346547,548870,1119756,956719,86912,1076543,79472,1174010,1455549,1353319,736030,1246750,1515011,1657064,-1,1657064,1699456,1355063,733566,478402,1699456,1355063,733566,1510870,1354274,1551256,956357,1357354,340501,3220,124861,,,,,,,,,,,,,
2057,1722694,1734456,1388224,69085,1210400,1789748,775740,1745770,1613428,1694962,377838,1721674,1730637,1729231,1809647,990525,379830,1131360,1795894,1396535,1702662,63417,1623834,1103348,385737,588061,1158946,995909,135849,1115733,34426,1213200,1494739,1392510,775220,1131495,1554201,1696254,-1,1696254,1738647,1394253,772756,517593,1738647,1394253,772756,1550061,1393465,1590447,995547,1396545,379692,67694,113336,,,,,,,,,,,,,
2058,19518,18329,379251,1690280,529444,58160,960134,36472,122874,139211,1358308,16572,12235,12691,78059,889022,1352712,1829770,64306,483261,133096,1696454,121958,632143,1345630,1152870,1182651,886441,1608185,627390,1699899,528637,304995,375327,960136,1829905,181153,137162,-1,137162,354370,374238,964241,1362859,354370,374238,964241,273554,373264,232415,884240,483252,1352574,1692305,183177,,,,,,,,,,,,,
2059,11173,26024,358044,1669073,508237,77989,938927,37338,101667,140077,1337101,12541,22205,20799,97889,867815,1331505,1830635,84136,484127,133962,1675246,100751,610935,1324423,1131663,1183517,865233,1586978,606183,1678692,507430,283788,354119,938928,1830771,159946,138028,-1,138028,355236,353030,943034,1341652,355236,353030,943034,252346,352056,204344,863032,484118,1331366,1671098,183263,,,,,,,,,,,,,
2061,87873,76344,414375,1691702,551026,136391,981716,66093,197472,42654,1360427,99402,79434,80166,156290,745206,1354194,1733212,142538,386704,36539,1697876,196556,653724,1347061,1174452,1086094,742577,1609607,648972,1701321,550219,363869,410450,981717,1733348,255751,40605,-1,40605,257813,413484,985823,1219043,257813,413484,985823,207670,412281,170883,740424,386695,1354055,1693727,173521,,,,,,,,,,,,,
2062,312881,324644,55367,1383831,222994,379935,653685,335957,203615,353058,1051859,311862,320824,319418,399835,588196,1046263,1646100,386082,495471,358027,1390004,214021,325693,1039181,846421,998981,585615,1301735,320941,1393450,222188,67544,51443,653686,1646235,144388,354350,-1,354350,519449,54476,657791,1062033,519449,54476,657791,159583,53274,199969,583414,495462,1046124,1385856,164810,,,,,,,,,,,,,
2063,212645,201117,546843,1795628,683494,261164,1097783,190865,322245,144364,1464352,224174,204206,204939,252988,849131,1458119,1837138,267310,490630,140096,1801801,321328,769791,1450987,1311352,1190019,846502,1713532,768556,1805246,682688,504366,542919,1097784,1837273,380523,144529,-1,144529,197868,545952,1101889,1322968,197868,545952,1101889,340138,544750,293075,844349,490620,1457981,1797653,183914,,,,,,,,,,,,,
2064,1141070,1152832,806600,543603,628776,1208124,194116,1164146,1031804,1166221,211631,1140051,1149013,1147607,1228023,537849,206035,1045720,1214271,910944,1173921,549776,1042210,521724,198953,3258,860067,543233,461507,534109,553222,631577,913116,810886,193596,1045856,972577,1167513,-1,1167513,1185731,812629,191132,277508,1185731,812629,191132,968437,811841,1008823,542871,910954,205896,545628,104772,,,,,,,,,,,,,
2065,50297,62060,321174,1632203,471367,117351,902057,73373,64797,176112,1300231,49278,58240,56834,137251,830944,1294635,1830934,123498,484426,169997,1638376,63881,574065,1287553,1094793,1183816,828363,1550107,569313,1641822,470560,246918,317249,902058,1831070,123075,174063,-1,174063,391271,316160,906164,1304782,391271,316160,906164,215476,315186,163856,826162,484417,1294496,1634228,183293,,,,,,,,,,,,,
2066,1668286,1680048,1333816,71217,1155992,1735340,721332,1691362,1559020,1640554,323430,1667266,1676229,1674823,1755239,936117,325422,1086550,1741487,1342127,1648254,77391,1569426,1048940,331329,533653,1104538,941501,81442,1061325,20306,1158793,1440331,1338102,720812,1086685,1499793,1641846,-1,1641846,1684239,1339845,718348,463185,1684239,1339845,718348,1495653,1339057,1536039,941139,1342137,325284,73242,108855,,,,,,,,,,,,,
2067,740055,728527,812091,1502987,751550,788574,941237,718275,781207,613449,1171711,751584,731616,732349,808473,649601,1165478,1163938,794720,267719,621149,1509160,791613,738946,1158346,1091737,516819,644690,1420891,737684,1512605,751312,802929,808166,940117,1164073,721980,614742,-1,614742,609694,811200,943207,1030327,609694,811200,943207,628851,809997,613920,647000,267729,1165340,1505012,116594,,,,,,,,,,,,,
2068,40174,28645,406150,1726103,565267,88692,995957,18394,149773,91920,1394131,51702,31735,32467,108591,794472,1388535,1782479,94838,435970,85805,1732276,148857,667965,1381453,1188693,1135360,791843,1644007,663213,1735722,564460,331894,402226,995958,1782614,208052,89871,-1,89871,307079,401136,1000064,1268309,307079,401136,1000064,221911,400162,185124,789690,435961,1388396,1728128,178448,,,,,,,,,,,,,
2069,31333,37974,388345,1699374,538538,63056,969228,54379,131968,157117,1367402,25666,31880,32336,82956,898116,1361806,1847676,69203,501168,151003,1705548,131052,641237,1354724,1161964,1200557,895535,1617279,636484,1708993,537731,314089,384421,969229,1847811,190247,155068,-1,155068,372277,383331,973335,1371953,372277,383331,973335,282648,382357,234645,893334,501158,1361668,1701399,184968,,,,,,,,,,,,,
2070,17618,29380,351586,1662615,501779,81345,932469,40694,95209,143433,1330643,14385,25561,24155,101245,861357,1325047,1833991,87492,487483,137318,1668789,94293,604478,1317965,1125205,1186873,858776,1580520,599726,1672234,500972,277331,347662,932471,1834127,153488,141384,-1,141384,358592,346573,936576,1335194,358592,346573,936576,245889,345599,197887,856575,487474,1324909,1664640,183599,,,,,,,,,,,,,
2076,8476,25253,367865,1678894,518057,68850,948748,28200,111488,130938,1346922,13328,12338,10933,88749,877635,1341326,1821497,74996,474989,124824,1685067,110572,620756,1334244,1141484,1174378,875054,1596798,616004,1688513,517251,293609,363940,948749,1821632,169766,128889,-1,128889,346098,362851,952854,1351472,346098,362851,952854,262167,361877,214165,872853,474979,1341187,1680919,182350,,,,,,,,,,,,,
2077,13034,24796,365491,1676520,515684,76761,946374,36110,109114,138849,1344548,6479,20977,19571,96661,875262,1338952,1829407,82908,482899,132734,1682693,108198,618383,1331870,1139110,1182289,872680,1594425,613630,1686139,514877,291235,361566,946375,1829543,167393,136800,-1,136800,354008,360477,950481,1349099,354008,360477,950481,259793,359503,211791,870479,482890,1338814,1678545,183141,,,,,,,,,,,,,
2078,17875,14915,377831,1688860,528024,58385,958714,24683,121454,127421,1356888,24296,8821,9277,78285,887601,1351292,1817980,64532,471472,121306,1695033,120538,630722,1344210,1151450,1170861,885020,1606764,625970,1698479,527217,303575,373906,958715,1818115,179732,125372,-1,125372,342581,372817,962821,1361438,342581,372817,962821,257412,371843,220625,882819,471462,1351153,1690885,181998,,,,,,,,,,,,,
2080,71752,60223,433881,1744910,584074,74282,1014764,61267,177504,164005,1412938,71202,54424,54880,74839,866557,1407342,1854564,65954,508056,157891,1751084,176588,686773,1400260,1207500,1207445,863929,1662815,682020,1754529,583267,359625,429957,1014765,1854699,235783,161956,-1,161956,321092,428867,1018871,1340395,321092,428867,1018871,293996,427893,257209,861775,508046,1407204,1746935,185656,,,,,,,,,,,,,
2083,38268,39531,401021,1712050,551213,36129,981904,40575,144643,143314,1380078,38342,30930,31386,56028,910791,1374482,1833872,42275,487364,137199,1718223,143727,653912,1367400,1174639,1186754,908210,1629954,649160,1721668,550407,326765,397096,981905,1834008,202922,141265,-1,141265,358473,396007,986010,1384628,358473,396007,986010,273304,395033,236518,906009,487355,1374343,1714075,183587,,,,,,,,,,,,,
2084,561215,572978,272922,1205382,118576,628269,475236,571944,451949,479654,873410,560196,569158,567752,648169,318184,867814,1376087,634416,365559,487353,1211556,462355,147245,860732,667972,728969,315603,1123287,146010,1215001,118338,379437,277207,475238,1376223,392722,480946,-1,480946,552199,278950,479343,792021,552199,278950,479343,337056,278162,380950,313402,365569,867676,1207407,137809,,,,,,,,,,,,,
2085,88938,90201,451690,1762719,601883,18459,1032573,91245,195313,193983,1430747,89011,81600,82056,7604,961461,1425151,1884542,12113,538034,187869,1768893,194397,704582,1418069,1225309,1237423,958880,1680624,699830,1772338,601076,377435,447766,1032575,1884677,253592,191934,-1,191934,409143,446677,1036680,1435298,409143,446677,1036680,323974,445703,287187,956679,538024,1425013,1764744,188654,,,,,,,,,,,,,
2086,286979,275451,360023,1493853,493832,335497,809219,265199,329140,160373,1162577,298508,278540,279273,355397,547357,1156345,1535363,341644,188855,168073,1500026,339545,481228,1149212,1009578,888245,544728,1411758,479966,1503472,493594,350861,356099,809221,1535499,269913,161666,-1,161666,231136,359132,813326,1021194,231136,359132,813326,176783,357930,156841,542574,188846,1156206,1495878,153736,,,,,,,,,,,,,
2087,129427,141189,241934,1552963,392127,196481,822817,152503,20161,255242,1220991,128407,137370,135964,216380,751704,1215395,1809608,202627,497010,249127,1559136,30567,494825,1208313,1015553,1162489,749123,1470867,490073,1562582,391320,167678,238009,822818,1809743,43835,253193,-1,253193,470401,236920,826924,1225542,470401,236920,826924,136236,235946,182871,746922,497001,1215256,1554988,181161,,,,,,,,,,,,,
2088,327290,339052,153579,1438197,277360,394344,708051,338019,218024,296606,1106225,326270,335233,333827,414243,552580,1100629,1610484,400490,413852,301575,1444370,228430,380059,1093547,900786,963365,549999,1356101,380406,1447815,276554,167668,146452,708052,1610619,158797,297898,-1,297898,451583,149485,712157,1026417,451583,149485,712157,103131,148283,143517,547798,413842,1100490,1440222,161248,,,,,,,,,,,,,
2089,1075081,1086843,740611,605896,562787,1142135,128127,1098157,965815,1100232,273925,1074061,1083024,1081618,1162034,471860,268328,1108014,1148281,844955,1107932,612070,976221,455735,261246,68486,805473,477244,523801,468120,615515,565588,847126,744897,127607,1108149,906588,1101524,-1,1101524,1119742,746640,125143,339801,1119742,746640,125143,902448,745852,942834,476882,844964,268190,607921,111001,,,,,,,,,,,,,
2090,38537,50299,344258,1655288,494451,96542,925142,61613,87881,164351,1323316,28468,46479,45074,116441,854029,1317720,1854910,102688,508402,158237,1661461,86965,597150,1310637,1117877,1207791,851448,1573192,592398,1664906,493644,270003,340334,925143,1855045,146160,162302,-1,162302,379511,339245,929248,1327866,379511,339245,929248,238561,338271,190559,849247,508392,1317581,1657313,185691,,,,,,,,,,,,,
2091,342653,331125,567735,1694056,669605,391172,984992,320873,452252,219859,1362781,354182,334214,334947,411071,747560,1356548,1687832,397318,341323,220818,1700230,451336,657000,1349416,1185350,1040713,744931,1611961,655739,1703675,669367,542986,563811,984993,1687967,462038,222064,-1,222064,1909,566844,989098,1221397,1909,566844,989098,364176,565642,320639,742778,341314,1356410,1696081,168983,,,,,,,,,,,,,
2092,289209,300971,121264,1449683,288847,356263,719538,312285,179943,347258,1117711,288189,297151,295746,376162,654049,1112115,1711952,362409,530962,352227,1455857,190348,391546,1105033,912273,1064834,651468,1367588,386794,1459302,288040,2601,117340,719539,1712088,120716,348550,-1,348550,539458,116251,723644,1127886,539458,116251,723644,170188,115277,216822,649267,530953,1111977,1451708,171395,,,,,,,,,,,,,
2093,1238757,1250519,904287,441694,726463,1305811,291802,1261833,1129491,1263908,109722,1237737,1246700,1245294,1325710,625565,104126,943812,1311957,1008631,1271607,447868,1139896,619411,97044,104124,816953,630950,359599,631796,451313,729263,1010802,908573,291283,943947,1070264,1265200,-1,1265200,1283417,910316,288819,175599,1283417,910316,288819,1066124,909528,1106510,630588,1008640,103988,443719,94581,,,,,,,,,,,,,
2094,363180,374943,8133,1352521,191685,430234,622375,386257,253914,403930,1020549,362161,371123,369717,450134,556887,1014953,1614790,436381,546344,408900,1358695,264320,294384,1007871,815111,967671,554305,1270426,289631,1362140,190878,117843,5795,622376,1614925,194688,405223,-1,405223,570322,2009,626482,1030724,570322,2009,626482,210456,3054,250842,552104,546335,1014815,1354546,161679,,,,,,,,,,,,,
2095,957272,969035,622803,727483,444978,1024326,10318,980349,848006,961636,395511,956253,965215,963809,1044226,383244,389915,1229600,1030473,756339,969335,733656,858412,337926,382833,190073,716857,388628,645387,350311,737102,447779,729318,627088,9798,1229736,788780,962928,-1,962928,994380,628831,5995,461388,994380,628831,5995,784639,628043,825025,388266,756348,389776,729508,123160,,,,,,,,,,,,,
2096,106361,118123,278513,1589542,428706,173415,859396,129437,22136,232176,1257570,105341,114304,112898,193314,788284,1251974,1846187,179562,533590,226061,1595716,10458,531405,1244892,1052132,1199068,785702,1507447,526652,1599161,427899,204257,274589,859397,1846322,80415,230127,-1,230127,447335,273499,863503,1262121,447335,273499,863503,172815,272525,219450,783501,533580,1251836,1591567,184819,,,,,,,,,,,,,
2097,478864,490626,191293,1298794,213504,545918,568648,489593,369598,397302,966822,477844,486807,485401,565817,411595,961226,1469499,552064,458971,405002,1304967,380003,240656,954144,761384,822380,409014,1216698,239421,1308413,213267,319241,195578,568649,1469634,310371,398594,-1,398594,527369,197321,572754,885432,527369,197321,572754,254705,196533,298598,406813,458980,961087,1300819,147150,,,,,,,,,,,,,
2098,149729,138200,379290,1629146,515941,198247,931301,127949,251285,23123,1297871,161258,141290,142022,218146,682650,1291638,1670656,204393,324148,30822,1635320,250369,603310,1284505,1144871,1023538,680021,1547051,602074,1638765,515135,328785,375366,931302,1670792,247836,24415,-1,24415,220721,378399,935408,1156487,220721,378399,935408,172585,377197,125522,677868,324139,1291499,1631171,167266,,,,,,,,,,,,,
2099,1336492,1348254,1002022,342396,824197,1403546,389537,1359568,1227226,1310775,12784,1335472,1344435,1343029,1423445,606337,7188,901618,1409692,1012348,1318474,348570,1237631,717146,5055,201859,774758,611722,260301,729531,352015,826998,1108537,1006307,389018,901753,1167999,1312067,-1,1312067,1354459,1008051,386554,133405,1354459,1008051,386554,1163859,1007263,1204244,611359,1012357,7049,344421,90362,,,,,,,,,,,,,
2100,917512,929275,583043,762458,405218,984566,32312,940589,808246,921876,430486,916493,925455,924049,1004466,353946,424890,1264576,990713,727041,929575,768632,818652,298166,417808,225048,687559,359330,680363,310551,772077,408019,689558,587328,32314,1264711,749019,923168,-1,923168,954620,589071,36419,496363,954620,589071,36419,744879,588283,785265,358968,727050,424752,764483,126658,,,,,,,,,,,,,
2101,26136,37898,350788,1661817,500981,89863,931671,49212,94411,151950,1329845,27540,34078,32673,109762,860559,1324249,1842509,96009,496001,145836,1667990,93495,603680,1317167,1124407,1195390,857977,1579722,598927,1671436,500174,276532,346863,931672,1842644,152690,149901,-1,149901,367110,345774,935778,1334396,367110,345774,935778,245090,344800,197088,855776,495991,1324111,1663842,184451,,,,,,,,,,,,,
2102,1544040,1555802,1209570,135134,1031746,1611094,597086,1567116,1434774,1516308,199184,1543020,1551983,1550577,1630993,811871,201176,1107151,1617240,1217881,1524008,141307,1445180,924694,207083,409407,980292,817255,53039,937079,144753,1034546,1316085,1213856,596566,1107287,1375547,1517600,-1,1517600,1559993,1215599,594102,338939,1559993,1215599,594102,1371407,1214811,1411793,816893,1217891,201038,137159,110915,,,,,,,,,,,,,
2103,26859,38622,373538,1684567,523731,69332,954421,47645,117161,150384,1352595,10859,25133,25589,89232,883309,1346999,1840942,75479,494434,144269,1690741,116245,626430,1339917,1147157,1193824,880728,1602472,621678,1694186,522924,299283,369614,954423,1841078,175440,148335,-1,148335,365543,368525,958528,1357146,365543,368525,958528,267841,367551,219839,878527,494425,1346861,1686592,184294,,,,,,,,,,,,,
2104,81985,70456,447961,1758990,598154,110627,1028844,60205,191584,145055,1427018,93513,73545,74278,111185,849822,1421422,1837829,102299,491321,133530,1765163,190668,700852,1414340,1221580,1190710,847193,1676894,696100,1768609,597347,373705,444036,1028845,1837964,249862,137596,-1,137596,281048,442947,1032951,1323659,281048,442947,1032951,270806,441973,234019,845040,491311,1421283,1761015,183983,,,,,,,,,,,,,
2105,1662562,1674325,1328093,17328,1150268,1729616,715608,1685639,1553296,1634831,317706,1661543,1670505,1669099,1749516,930393,319698,1225674,1735763,1336404,1642530,23501,1563702,1043216,325606,527929,1098814,935777,65971,1055601,58576,1153069,1434608,1332378,715088,1225809,1494070,1636123,-1,1636123,1678515,1334121,712625,457461,1678515,1334121,712625,1489929,1333333,1530315,935415,1336413,319560,19353,122767,,,,,,,,,,,,,
2106,40117,51879,335379,1646408,485572,107171,916262,63193,79002,165932,1314436,39097,48060,46654,127070,845149,1308840,1848757,113317,502249,159817,1652581,78086,588270,1301758,1108998,1201639,842568,1564312,583518,1656027,484765,261123,331454,916263,1848893,137280,163883,-1,163883,381091,330365,920368,1318986,381091,330365,920368,229681,329391,181679,840367,502240,1308701,1648433,185076,,,,,,,,,,,,,
2107,136779,148541,262393,1573422,412586,203833,843276,159855,33220,262593,1241450,135759,144722,143316,223732,772164,1235854,1830067,209979,517470,256479,1579596,34256,515285,1228772,1036012,1182948,769582,1491327,510532,1583041,411779,188137,258469,843277,1830202,64295,260545,-1,260545,477753,257379,847383,1246001,477753,257379,847383,156695,256405,203330,767381,517460,1235716,1575447,183207,,,,,,,,,,,,,
2108,75250,87013,300462,1611491,450655,142304,881345,98327,44085,182342,1279519,74231,83193,81787,162204,810233,1273923,1828429,148451,481921,179765,1617665,43169,553354,1266841,1074081,1181311,807652,1529396,548602,1621110,449848,226207,296538,881347,1828565,102364,177935,-1,177935,401039,295449,885452,1284070,401039,295449,885452,194765,294475,161351,805451,481912,1273785,1613516,183043,,,,,,,,,,,,,
2109,296925,308688,131855,1460274,299438,363979,730128,320001,187659,354975,1128302,295906,304868,303462,383879,664639,1122706,1722543,370126,538679,359944,1466447,198065,402136,1115624,922864,1075424,662058,1378179,397384,1469893,298631,4318,127931,730129,1722678,128432,356267,-1,356267,547175,126841,734235,1138477,547175,126841,734235,177905,125867,224539,659857,538669,1122567,1462299,172454,,,,,,,,,,,,,
2110,154646,143117,455354,1702691,592005,203164,1004846,132866,264245,55899,1371415,166174,146206,146939,223063,756194,1365183,1744201,209310,397693,51631,1708864,263329,676854,1358050,1218416,1097082,753565,1620595,675619,1712310,591198,404849,451430,1004847,1744336,322523,56064,-1,56064,210297,454463,1008952,1230031,210297,454463,1008952,248649,453261,201585,751412,397683,1365044,1704716,174620,,,,,,,,,,,,,
2111,1172205,1160677,956277,1115062,778452,1220723,710527,1150425,1179350,1045599,783786,1183734,1163766,1164499,1240623,418891,777554,647723,1226870,699869,1053299,1121235,1189756,688667,770421,861027,841,413980,1032966,675343,1124681,781253,1062792,960562,709406,647858,1120123,1046891,-1,1046891,1041844,962305,712496,642403,1041844,962305,712496,1061001,961517,1046070,416290,699879,777415,1117087,64972,,,,,,,,,,,,,
2112,94879,106641,292225,1603255,442418,161933,873109,117955,35848,220694,1271283,93859,102822,101416,181832,801996,1265686,1859899,168079,507408,214579,1609428,34932,545117,1258604,1065844,1212781,799415,1521159,540365,1612873,441611,217970,288301,873110,1860035,94127,203422,-1,203422,435853,287212,877215,1275833,435853,287212,877215,186528,286238,186838,797214,507398,1265548,1605280,186190,,,,,,,,,,,,,
2114,981427,993190,646958,712491,469133,1048482,34687,1004504,872162,1002457,380519,980408,989370,987965,1068381,374085,374923,1214608,1054628,747180,1010157,718664,882567,362082,367841,175081,707699,379470,630395,374467,722110,471934,753473,651243,33566,1214744,812935,1003750,-1,1003750,1021967,652986,36656,446396,1021967,652986,36656,808794,652198,849180,379107,747190,374784,714516,121661,,,,,,,,,,,,,
2116,30227,41989,347962,1658991,498155,88232,928845,53303,91585,156042,1327019,20159,38170,36764,108132,857733,1321423,1846600,94379,500092,149927,1665164,90669,600853,1314341,1121581,1199482,855151,1576896,596101,1668610,497348,273706,344037,928846,1846736,149864,153993,-1,153993,371201,342948,932952,1331570,371201,342948,932952,242264,341974,194262,852950,500083,1321285,1661016,184860,,,,,,,,,,,,,
2117,159193,147665,418447,1658361,555098,207712,960516,137413,268793,36399,1327086,170722,150754,151487,227611,711865,1320853,1699871,213858,353363,37358,1664535,267877,632525,1313720,1174086,1052753,709236,1576266,631289,1667980,554291,367941,414522,960517,1700007,286993,38604,-1,38604,185652,417556,964623,1185702,185652,417556,964623,211742,416353,164678,707083,353354,1320714,1660386,170187,,,,,,,,,,,,,
2118,1340863,1352625,1006393,336770,828569,1407917,393908,1363939,1231597,1313131,7113,1339843,1348806,1347400,1427816,608694,3230,903974,1414063,1014704,1320830,342943,1242002,721517,5426,206230,777115,614078,254675,733902,346389,831369,1112908,1010679,393389,904110,1172370,1314423,-1,1314423,1356815,1012422,390925,135761,1356815,1012422,390925,1168230,1011634,1208616,613716,1014714,3351,338795,90597,,,,,,,,,,,,,
2119,121879,110350,407944,1658673,544595,170397,975285,100099,231478,8945,1327398,133408,113440,114173,190297,712177,1321165,1700183,176544,353675,1444,1664847,230562,647294,1314032,1174398,1053065,709548,1576578,631601,1668292,543788,357438,404019,975286,1700319,276490,7576,-1,7576,222565,407053,979392,1186014,222565,407053,979392,201239,405850,154175,707395,353666,1321026,1660698,170218,,,,,,,,,,,,,
2120,875213,817204,542874,949641,365049,942268,379255,806952,765948,702127,618366,874194,820293,821026,962167,3145,612133,1063526,948414,403700,709826,955815,776353,275265,605001,540925,416407,3041,867546,261941,959260,367850,649389,547159,378135,1063661,706721,703419,-1,703419,745811,548902,381225,476982,745811,548902,381225,651055,548114,694948,2275,403709,611995,951666,106552,,,,,,,,,,,,,
2121,657997,669759,323527,1078633,145703,725051,348487,681073,548731,662360,746661,656977,665940,664534,744950,314573,741065,1372476,731197,508465,670060,1084807,559137,37898,733983,541223,725358,311992,996538,51036,1088252,148504,430042,327813,348489,1372612,489504,663652,-1,663652,695105,329556,352594,788410,695105,329556,352594,485364,328768,525750,309791,508474,740927,1080658,137448,,,,,,,,,,,,,
2122,17248,14975,377204,1688233,527397,57186,958087,24742,120827,127481,1356261,20786,8881,9337,77086,886975,1350665,1818039,63333,471531,121366,1694407,119911,630096,1343583,1150823,1170921,884394,1606138,625344,1697852,526590,302949,373280,958089,1818175,179106,125432,-1,125432,342640,372191,962194,1360812,342640,372191,962194,257471,371217,220685,882193,471522,1350527,1690258,182004,,,,,,,,,,,,,
